/vdc/MINUS X,/vdc/MINUS Y,/vdc/PLUS X,/vdc/PLUS Y
1.07e-07,3.916584866472828e-08,1.07e-07,-3.916584866472828e-08
1.0702e-07,3.610119125712331e-08,1.0702e-07,-3.610119125712331e-08
1.0706e-07,3.601288727991231e-08,1.0706e-07,-3.601288727991231e-08
1.0714e-07,3.599936096268771e-08,1.0714e-07,-3.599936096268771e-08
1.072999999999999e-07,3.601033952308082e-08,1.072999999999999e-07,-3.601033952308082e-08
1.076199999999999e-07,3.600043087251754e-08,1.076199999999999e-07,-3.600043087251754e-08
1.0781875e-07,3.600507750590747e-08,1.0781875e-07,-3.600507750590747e-08
1.07830078125e-07,-1.759306363885336e-06,1.07830078125e-07,1.759306363885336e-06
1.078484552831824e-07,-1.943707926459082e-06,1.078484552831824e-07,1.943707926459082e-06
1.078556989227796e-07,-8.456435641150953e-07,1.078556989227796e-07,8.456435641150953e-07
1.078652240605471e-07,1.450890052684947e-06,1.078652240605471e-07,-1.450890052684947e-06
1.078757947569397e-07,5.016739012820369e-06,1.078757947569397e-07,-5.016739012820369e-06
1.078841106472848e-07,8.641036646959553e-06,1.078841106472848e-07,-8.641036646959553e-06
1.078929717886445e-07,2.034685565380879e-05,1.078929717886445e-07,-2.034685565380879e-05
1.07896484441309e-07,2.841814167884685e-05,1.07896484441309e-07,-2.841814167884685e-05
1.079010869059378e-07,3.410933936457954e-05,1.079010869059378e-07,-3.410933936457954e-05
1.079045421715336e-07,3.324522475355435e-05,1.079045421715336e-07,-3.324522475355435e-05
1.079083346476716e-07,3.070149774957448e-05,1.079083346476716e-07,-3.070149774957448e-05
1.079115091552514e-07,2.540226472273753e-05,1.079115091552514e-07,-2.540226472273753e-05
1.079148884462354e-07,1.494817745247428e-05,1.079148884462354e-07,-1.494817745247428e-05
1.0791807927441e-07,6.406037583060271e-06,1.0791807927441e-07,-6.406037583060271e-06
1.079196746884973e-07,4.271909831935667e-06,1.079196746884973e-07,-4.271909831935667e-06
1.079228655166719e-07,1.700426892625911e-06,1.079228655166719e-07,-1.700426892625911e-06
1.079261864470203e-07,7.113913013639482e-07,1.079261864470203e-07,-7.113913013639482e-07
1.079312383593969e-07,1.742720793517293e-07,1.079312383593969e-07,-1.742720793517293e-07
1.079377556896935e-07,1.232252151426118e-07,1.079377556896935e-07,-1.232252151426118e-07
1.079482802453975e-07,1.36067151189354e-07,1.079482802453975e-07,-1.36067151189354e-07
1.079642225979188e-07,4.706525280997469e-07,1.079642225979188e-07,-4.706525280997469e-07
1.079821112989594e-07,3.959883588841892e-06,1.079821112989594e-07,-3.959883588841892e-06
1.079926491205682e-07,9.408978503398947e-06,1.079926491205682e-07,-9.408978503398947e-06
1.08e-07,1.470289683802559e-05,1.08e-07,-1.470289683802559e-05
1.080023490616901e-07,1.65858527168815e-05,1.080023490616901e-07,-1.65858527168815e-05
1.080070471850704e-07,2.081643092350293e-05,1.080070471850704e-07,-2.081643092350293e-05
1.080137773271442e-07,2.9676111183289e-05,1.080137773271442e-07,-2.9676111183289e-05
1.080168886635721e-07,3.557511659080181e-05,1.080168886635721e-07,-3.557511659080181e-05
1.0802e-07,4.03966800399236e-05,1.0802e-07,-4.03966800399236e-05
1.080212271859769e-07,4.114191359815112e-05,1.080212271859769e-07,-4.114191359815112e-05
1.080236815579308e-07,4.195513253105761e-05,1.080236815579308e-07,-4.195513253105761e-05
1.080261560687207e-07,4.154446743251977e-05,1.080261560687207e-07,-4.154446743251977e-05
1.080298844291311e-07,3.844171413850391e-05,1.080298844291311e-07,-3.844171413850391e-05
1.080327525686436e-07,3.054783572556825e-05,1.080327525686436e-07,-3.054783572556825e-05
1.080351190869038e-07,2.138742523964011e-05,1.080351190869038e-07,-2.138742523964011e-05
1.0803749666114e-07,1.46556828328653e-05,1.0803749666114e-07,-1.46556828328653e-05
1.080402362192317e-07,9.686106724671693e-06,1.080402362192317e-07,-9.686106724671693e-06
1.080426421629901e-07,6.590595500649884e-06,1.080426421629901e-07,-6.590595500649884e-06
1.080461460699937e-07,3.697913455510539e-06,1.080461460699937e-07,-3.697913455510539e-06
1.080518386319842e-07,1.319235877259616e-06,1.080518386319842e-07,-1.319235877259616e-06
1.080588276591684e-07,3.599050697961026e-07,1.080588276591684e-07,-3.599050697961026e-07
1.080672513543978e-07,8.434761838077792e-08,1.080672513543978e-07,-8.434761838077792e-08
1.080785910947777e-07,3.808460179132179e-08,1.080785910947777e-07,-3.808460179132179e-08
1.080953469166707e-07,3.520335010915774e-08,1.080953469166707e-07,-3.520335010915774e-08
1.081269138563155e-07,3.609825301796051e-08,1.081269138563155e-07,-3.609825301796051e-08
1.081874490482556e-07,3.610877821981763e-08,1.081874490482556e-07,-3.610877821981763e-08
1.083085194321358e-07,3.583063860797923e-08,1.083085194321358e-07,-3.583063860797923e-08
1.085506601998961e-07,3.621085902799835e-08,1.085506601998961e-07,-3.621085902799835e-08
1.09e-07,3.57837938054488e-08,1.09e-07,-3.57837938054488e-08
1.0902e-07,3.607464566408044e-08,1.0902e-07,-3.607464566408044e-08
1.0906e-07,3.60125686357869e-08,1.0906e-07,-3.60125686357869e-08
1.091399999999999e-07,3.599965733039106e-08,1.091399999999999e-07,-3.599965733039106e-08
1.092999999999998e-07,3.600992958296424e-08,1.092999999999998e-07,-3.600992958296424e-08
1.096199999999995e-07,3.600074817365411e-08,1.096199999999995e-07,-3.600074817365411e-08
1.0981875e-07,3.60050491925775e-08,1.0981875e-07,-3.60050491925775e-08
1.098317044464239e-07,2.415826718310187e-06,1.098317044464239e-07,-2.415826718310187e-06
1.098517971268253e-07,2.11445050071466e-06,1.098517971268253e-07,-2.11445050071466e-06
1.098808966429749e-07,2.222898499563113e-06,1.098808966429749e-07,-2.222898499563113e-06
1.099183800560738e-07,2.244878498898156e-06,1.099183800560738e-07,-2.244878498898156e-06
1.099591900280369e-07,2.50848442548345e-06,1.099591900280369e-07,-2.50848442548345e-06
1.099693925210277e-07,3.479883074260457e-06,1.099693925210277e-07,-3.479883074260457e-06
1.099846962605138e-07,9.643348941672764e-06,1.099846962605138e-07,-9.643348941672764e-06
1.099923481302569e-07,1.591597220587334e-05,1.099923481302569e-07,-1.591597220587334e-05
1.1e-07,2.408959957018909e-05,1.1e-07,-2.408959957018909e-05
1.100022654494086e-07,2.68075094056061e-05,1.100022654494086e-07,-2.68075094056061e-05
1.100067963482257e-07,3.284933220480419e-05,1.100067963482257e-07,-3.284933220480419e-05
1.100136180620401e-07,4.59213782788222e-05,1.100136180620401e-07,-4.59213782788222e-05
1.100168090310201e-07,5.488097478480826e-05,1.100168090310201e-07,-5.488097478480826e-05
1.1002e-07,6.044470834065837e-05,1.1002e-07,-6.044470834065837e-05
1.10021229836384e-07,6.094683749925065e-05,1.10021229836384e-07,-6.094683749925065e-05
1.100236895091521e-07,6.227035327627206e-05,1.100236895091521e-07,-6.227035327627206e-05
1.100261931273609e-07,6.20965948600042e-05,1.100261931273609e-07,-6.20965948600042e-05
1.100299228215774e-07,5.769342811764162e-05,1.100299228215774e-07,-5.769342811764162e-05
1.10032814429248e-07,4.614305795846137e-05,1.10032814429248e-07,-4.614305795846137e-05
1.100351903528478e-07,3.2385090902781e-05,1.100351903528478e-07,-3.2385090902781e-05
1.100375662523585e-07,2.219006582282699e-05,1.100375662523585e-07,-2.219006582282699e-05
1.100403499219225e-07,1.458570605254115e-05,1.100403499219225e-07,-1.458570605254115e-05
1.100427546388781e-07,9.909101860258615e-06,1.100427546388781e-07,-9.909101860258615e-06
1.100462670746124e-07,5.559594203003472e-06,1.100462670746124e-07,-5.559594203003472e-06
1.100518998562128e-07,1.972607384502762e-06,1.100518998562128e-07,-1.972607384502762e-06
1.100588773903231e-07,5.187870775715322e-07,1.100588773903231e-07,-5.187870775715322e-07
1.100673052618181e-07,7.979180702592355e-08,1.100673052618181e-07,-7.979180702592355e-08
1.100786409370114e-07,1.847721435044165e-08,1.100786409370114e-07,-1.847721435044165e-08
1.100953679066338e-07,4.385834462416651e-09,1.100953679066338e-07,-4.385834462416651e-09
1.10126772804493e-07,1.45840761284175e-08,1.10126772804493e-07,-1.45840761284175e-08
1.101876578646306e-07,6.12621019176088e-09,1.101876578646306e-07,-6.12621019176088e-09
1.103094279849057e-07,1.402721399939178e-08,1.103094279849057e-07,-1.402721399939178e-08
1.105529682254558e-07,6.36292796727866e-09,1.105529682254558e-07,-6.36292796727866e-09
1.11e-07,1.391407959991198e-08,1.11e-07,-1.391407959991198e-08
1.1102e-07,1.034381489045599e-08,1.1102e-07,-1.034381489045599e-08
1.1106e-07,1.017003604913805e-08,1.1106e-07,-1.017003604913805e-08
1.1114e-07,1.014873238674812e-08,1.1114e-07,-1.014873238674812e-08
1.112999999999999e-07,1.016591871024157e-08,1.112999999999999e-07,-1.016591871024157e-08
1.116199999999999e-07,1.015046246411171e-08,1.116199999999999e-07,-1.015046246411171e-08
1.1181875e-07,1.015771803345338e-08,1.1181875e-07,-1.015771803345338e-08
1.11830078125e-07,-5.107467897344101e-06,1.11830078125e-07,5.107467897344101e-06
1.118484552175351e-07,-5.039225935928866e-06,1.118484552175351e-07,5.039225935928866e-06
1.118556985859253e-07,-3.423369171113351e-06,1.118556985859253e-07,3.423369171113351e-06
1.118652256945938e-07,-7.796763130044608e-08,1.118652256945938e-07,7.796763130044608e-08
1.118757994287114e-07,5.357408861772633e-06,1.118757994287114e-07,-5.357408861772633e-06
1.118841126550799e-07,1.071741673307132e-05,1.118841126550799e-07,-1.071741673307132e-05
1.118929715775898e-07,2.827943912373985e-05,1.118929715775898e-07,-2.827943912373985e-05
1.118964784707738e-07,4.032241575916246e-05,1.118964784707738e-07,-4.032241575916246e-05
1.119010832808409e-07,4.893721497887088e-05,1.119010832808409e-07,-4.893721497887088e-05
1.11904535378547e-07,4.761676625763287e-05,1.11904535378547e-07,-4.761676625763287e-05
1.119083314760545e-07,4.382024837730522e-05,1.119083314760545e-07,-4.382024837730522e-05
1.119115057516443e-07,3.595159597165729e-05,1.119115057516443e-07,-3.595159597165729e-05
1.119148911889524e-07,2.033341290815105e-05,1.119148911889524e-07,-2.033341290815105e-05
1.119180824129669e-07,7.442819694063303e-06,1.119180824129669e-07,-7.442819694063303e-06
1.119196780249742e-07,4.213952812763838e-06,1.119196780249742e-07,-4.213952812763838e-06
1.119228692489888e-07,3.182025031487537e-07,1.119228692489888e-07,-3.182025031487537e-07
1.119261860417021e-07,-1.188667533767939e-06,1.119261860417021e-07,1.188667533767939e-06
1.119312215755093e-07,-2.018840206056707e-06,1.119312215755093e-07,2.018840206056707e-06
1.119377074558106e-07,-2.129797723994764e-06,1.119377074558106e-07,2.129797723994764e-06
1.119481614205649e-07,-2.184616920590703e-06,1.119481614205649e-07,2.184616920590703e-06
1.119640082593031e-07,-2.151372750037983e-06,1.119640082593031e-07,2.151372750037983e-06
1.119820041296516e-07,-2.173052456044594e-06,1.119820041296516e-07,2.173052456044594e-06
1.12e-07,-2.143544496826386e-06,1.12e-07,2.143544496826386e-06
1.1202e-07,-1.989674447554134e-06,1.1202e-07,1.989674447554134e-06
1.120257726683097e-07,3.861698444998931e-07,1.120257726683097e-07,-3.861698444998931e-07
1.120342704421073e-07,1.160636990347099e-07,1.120342704421073e-07,-1.160636990347099e-07
1.120420410358855e-07,-6.48378307130027e-08,1.120420410358855e-07,6.48378307130027e-08
1.120575822234418e-07,1.237956650124754e-07,1.120575822234418e-07,-1.237956650124754e-07
1.120776415444975e-07,-4.250744195648338e-08,1.120776415444975e-07,4.250744195648338e-08
1.121177601866088e-07,1.10478855262383e-07,1.121177601866088e-07,-1.10478855262383e-07
1.121979974708315e-07,-3.65452125303613e-08,1.121979974708315e-07,3.65452125303613e-08
1.123480341923836e-07,1.075469944773757e-07,1.123480341923836e-07,-1.075469944773757e-07
1.126463145865595e-07,-3.503749260185263e-08,1.126463145865595e-07,3.503749260185263e-08
1.13e-07,1.066276488546136e-07,1.13e-07,-1.066276488546136e-07
1.1302e-07,3.779260208023817e-08,1.1302e-07,-3.779260208023817e-08
1.1306e-07,3.603242985004103e-08,1.1306e-07,-3.603242985004103e-08
1.1314e-07,3.597747441210956e-08,1.1314e-07,-3.597747441210956e-08
1.132999999999999e-07,3.603099837437134e-08,1.132999999999999e-07,-3.603099837437134e-08
1.136199999999999e-07,3.597815261310345e-08,1.136199999999999e-07,-3.597815261310345e-08
1.1381875e-07,3.600438126754232e-08,1.1381875e-07,-3.600438126754232e-08
1.13830078125e-07,-1.813486579249836e-06,1.13830078125e-07,1.813486579249836e-06
1.138484552824966e-07,-1.890330474809568e-06,1.138484552824966e-07,1.890330474809568e-06
1.138556989327847e-07,-8.428131533271613e-07,1.138556989327847e-07,8.428131533271613e-07
1.138652258702462e-07,1.491661966680069e-06,1.138652258702462e-07,-1.491661966680069e-06
1.138757974132308e-07,4.986437246617065e-06,1.138757974132308e-07,-4.986437246617065e-06
1.138841146414895e-07,8.611727836585189e-06,1.138841146414895e-07,-8.611727836585189e-06
1.138929771005566e-07,2.053766212059791e-05,1.138929771005566e-07,-2.053766212059791e-05
1.138964889997309e-07,2.882650003642707e-05,1.138964889997309e-07,-2.882650003642707e-05
1.139010911346133e-07,3.419346457287244e-05,1.139010911346133e-07,-3.419346457287244e-05
1.139045425924626e-07,3.325291510747789e-05,1.139045425924626e-07,-3.325291510747789e-05
1.139083352553991e-07,3.062861736416268e-05,1.139083352553991e-07,-3.062861736416268e-05
1.139115088740453e-07,2.50591990147923e-05,1.139115088740453e-07,-2.50591990147923e-05
1.139148874552774e-07,1.432949612033655e-05,1.139148874552774e-07,-1.432949612033655e-05
1.139180726358215e-07,6.139374128989713e-06,1.139180726358215e-07,-6.139374128989713e-06
1.139196652260935e-07,4.092611505580011e-06,1.139196652260935e-07,-4.092611505580011e-06
1.139228504066376e-07,1.609277139227336e-06,1.139228504066376e-07,-1.609277139227336e-06
1.139261606738081e-07,6.959986329464336e-07,1.139261606738081e-07,-6.959986329464336e-07
1.139311899991597e-07,1.49525281572796e-07,1.139311899991597e-07,-1.49525281572796e-07
1.139376759312415e-07,1.381669817939573e-07,1.139376759312415e-07,-1.381669817939573e-07
1.139481471863604e-07,1.143218619937273e-07,1.139481471863604e-07,-1.143218619937273e-07
1.139639792271437e-07,4.761106568428378e-07,1.139639792271437e-07,-4.761106568428378e-07
1.139819896135718e-07,3.905156184091437e-06,1.139819896135718e-07,-3.905156184091437e-06
1.139925237039878e-07,9.363936946992478e-06,1.139925237039878e-07,-9.363936946992478e-06
1.14e-07,1.470327403391991e-05,1.14e-07,-1.470327403391991e-05
1.140023492182816e-07,1.660485893296441e-05,1.140023492182816e-07,-1.660485893296441e-05
1.140070476548447e-07,2.084250527498482e-05,1.140070476548447e-07,-2.084250527498482e-05
1.140138168647557e-07,2.980828729441074e-05,1.140138168647557e-07,-2.980828729441074e-05
1.140169084323778e-07,3.57173642097637e-05,1.140169084323778e-07,-3.57173642097637e-05
1.1402e-07,4.059848099687186e-05,1.1402e-07,-4.059848099687186e-05
1.140212262830441e-07,4.128210681888842e-05,1.140212262830441e-07,-4.128210681888842e-05
1.140236788491324e-07,4.195790642512911e-05,1.140236788491324e-07,-4.195790642512911e-05
1.140261472225674e-07,4.156107213961469e-05,1.140261472225674e-07,-4.156107213961469e-05
1.140298723446359e-07,3.840217526788734e-05,1.140298723446359e-07,-3.840217526788734e-05
1.140327395176231e-07,3.032477559117921e-05,1.140327395176231e-07,-3.032477559117921e-05
1.140351056579043e-07,2.120956641099259e-05,1.140351056579043e-07,-2.120956641099259e-05
1.140374834446569e-07,1.454457667625512e-05,1.140374834446569e-07,-1.454457667625512e-05
1.140402254852985e-07,9.610794912827436e-06,1.140402254852985e-07,-9.610794912827436e-06
1.140426321681955e-07,6.522800841904976e-06,1.140426321681955e-07,-6.522800841904976e-06
1.140461396800977e-07,3.669671063761063e-06,1.140461396800977e-07,-3.669671063761063e-06
1.140517878633822e-07,1.30902179438342e-06,1.140517878633822e-07,-1.30902179438342e-06
1.140587605751309e-07,3.679372270099499e-07,1.140587605751309e-07,-3.679372270099499e-07
1.140671780373359e-07,7.756377325221122e-08,1.140671780373359e-07,-7.756377325221122e-08
1.140785102442777e-07,4.467323528348242e-08,1.140785102442777e-07,-4.467323528348242e-08
1.140952331210876e-07,2.882851528759282e-08,1.140952331210876e-07,-2.882851528759282e-08
1.141266928629757e-07,4.228076342709972e-08,1.141266928629757e-07,-4.228076342709972e-08
1.141871447234853e-07,3.000136191369769e-08,1.141871447234853e-07,-3.000136191369769e-08
1.143080484445044e-07,4.193258400743942e-08,1.143080484445044e-07,-4.193258400743942e-08
1.145498558865426e-07,3.01132136193754e-08,1.145498558865426e-07,-3.01132136193754e-08
1.15e-07,4.187909915776099e-08,1.15e-07,-4.187909915776099e-08
1.1502e-07,3.609447693649756e-08,1.1502e-07,-3.609447693649756e-08
1.1506e-07,3.601050798476237e-08,1.1506e-07,-3.601050798476237e-08
1.151399999999999e-07,3.600124146793349e-08,1.151399999999999e-07,-3.600124146793349e-08
1.152999999999998e-07,3.600875595829046e-08,1.152999999999998e-07,-3.600875595829046e-08
1.156199999999995e-07,3.600199337155793e-08,1.156199999999995e-07,-3.600199337155793e-08
1.1581875e-07,3.600517525341476e-08,1.1581875e-07,-3.600517525341476e-08
1.15830078125e-07,-2.577480595781426e-06,1.15830078125e-07,2.577480595781426e-06
1.158484552634825e-07,-2.622367880000412e-06,1.158484552634825e-07,2.622367880000412e-06
1.158556988248457e-07,-1.54300690776986e-06,1.158556988248457e-07,1.54300690776986e-06
1.158652249865381e-07,7.32561272096453e-07,1.158652249865381e-07,-7.32561272096453e-07
1.158757966631031e-07,4.319383259879091e-06,1.158757966631031e-07,-4.319383259879091e-06
1.158841120741425e-07,7.924910409877264e-06,1.158841120741425e-07,-7.924910409877264e-06
1.158929729401175e-07,1.97022720541989e-05,1.158929729401175e-07,-1.97022720541989e-05
1.158964864193997e-07,2.778726831918505e-05,1.158964864193997e-07,-2.778726831918505e-05
1.15901087965719e-07,3.340129695977423e-05,1.15901087965719e-07,-3.340129695977423e-05
1.159045445589391e-07,3.250716760191337e-05,1.159045445589391e-07,-3.250716760191337e-05
1.159083363377389e-07,2.994708924887902e-05,1.159083363377389e-07,-2.994708924887902e-05
1.159115102625899e-07,2.456326673753406e-05,1.159115102625899e-07,-2.456326673753406e-05
1.159148856957079e-07,1.405470037520202e-05,1.159148856957079e-07,-1.405470037520202e-05
1.159180760082468e-07,5.591179014148718e-06,1.159180760082468e-07,-5.591179014148718e-06
1.159196711645162e-07,3.48627438087367e-06,1.159196711645162e-07,-3.48627438087367e-06
1.159228614770551e-07,9.342315921726136e-07,1.159228614770551e-07,-9.342315921726136e-07
1.159261836752855e-07,-3.30748179626671e-08,1.159261836752855e-07,3.30748179626671e-08
1.15931237137323e-07,-5.795138192482135e-07,1.15931237137323e-07,5.795138192482135e-07
1.159377562764396e-07,-6.259620790338029e-07,1.159377562764396e-07,6.259620790338029e-07
1.159482829336321e-07,-6.494726936080594e-07,1.159482829336321e-07,6.494726936080594e-07
1.159642399336576e-07,-4.579979520291195e-07,1.159642399336576e-07,4.579979520291195e-07
1.159821199668288e-07,1.269370335722257e-06,1.159821199668288e-07,-1.269370335722257e-06
1.159926628793264e-07,4.021021090599502e-06,1.159926628793264e-07,-4.021021090599502e-06
1.16e-07,6.64833793704618e-06,1.16e-07,-6.64833793704618e-06
1.160023499750189e-07,7.6001610992131e-06,1.160023499750189e-07,-7.6001610992131e-06
1.160070499250566e-07,9.720484693271603e-06,1.160070499250566e-07,-9.720484693271603e-06
1.160137777259467e-07,1.415492535435744e-05,1.160137777259467e-07,-1.415492535435744e-05
1.160168888629733e-07,1.710620376351696e-05,1.160168888629733e-07,-1.710620376351696e-05
1.1602e-07,2.024185330029639e-05,1.1602e-07,-2.024185330029639e-05
1.160212274182045e-07,2.080781291927589e-05,1.160212274182045e-07,-2.080781291927589e-05
1.160236822546135e-07,2.117148093638615e-05,1.160236822546135e-07,-2.117148093638615e-05
1.1602615757335e-07,2.085681870971568e-05,1.1602615757335e-07,-2.085681870971568e-05
1.160298873202516e-07,1.928210319112425e-05,1.160298873202516e-07,-1.928210319112425e-05
1.160327591682337e-07,1.529106184328037e-05,1.160327591682337e-07,-1.529106184328037e-05
1.160351271673007e-07,1.07016233816607e-05,1.160351271673007e-07,-1.07016233816607e-05
1.160375111518271e-07,7.325526545979202e-06,1.160375111518271e-07,-7.325526545979202e-06
1.160402558701312e-07,4.847328602551936e-06,1.160402558701312e-07,-4.847328602551936e-06
1.160426676086388e-07,3.29981606498576e-06,1.160426676086388e-07,-3.29981606498576e-06
1.160461901453461e-07,1.85900035013665e-06,1.160461901453461e-07,-1.85900035013665e-06
1.160519350367405e-07,6.708699660020386e-07,1.160519350367405e-07,-6.708699660020386e-07
1.160589411325003e-07,2.037313341712024e-07,1.160589411325003e-07,-2.037313341712024e-07
1.160673998372929e-07,6.642106936422141e-08,1.160673998372929e-07,-6.642106936422141e-08
1.160788062071326e-07,4.694710468972387e-08,1.160788062071326e-07,-4.694710468972387e-08
1.160957098476989e-07,4.287028099811691e-08,1.160957098476989e-07,-4.287028099811691e-08
1.161277198667862e-07,4.603003413966565e-08,1.161277198667862e-07,-4.603003413966565e-08
1.161890698323035e-07,4.331040920369058e-08,1.161890698323035e-07,-4.331040920369058e-08
1.163117697633383e-07,4.589444628625096e-08,1.163117697633383e-07,-4.589444628625096e-08
1.165571696254078e-07,4.336407082765061e-08,1.165571696254078e-07,-4.336407082765061e-08
1.17e-07,4.586935675063199e-08,1.17e-07,-4.586935675063199e-08
1.1702e-07,4.465907710339719e-08,1.1702e-07,-4.465907710339719e-08
1.1706e-07,4.462472833097631e-08,1.1706e-07,-4.462472833097631e-08
1.1714e-07,4.46182535610606e-08,1.1714e-07,-4.46182535610606e-08
1.172999999999999e-07,4.462340926909951e-08,1.172999999999999e-07,-4.462340926909951e-08
1.176199999999999e-07,4.461881726140327e-08,1.176199999999999e-07,-4.461881726140327e-08
1.1781875e-07,4.462096230961402e-08,1.1781875e-07,-4.462096230961402e-08
1.178317044542757e-07,8.352031218525729e-07,1.178317044542757e-07,-8.352031218525729e-07
1.178517971773744e-07,7.388631293676456e-07,1.178517971773744e-07,-7.388631293676456e-07
1.178808971792303e-07,7.704253951523324e-07,1.178808971792303e-07,-7.704253951523324e-07
1.179183695920515e-07,7.822177210209824e-07,1.179183695920515e-07,-7.822177210209824e-07
1.179591847960257e-07,8.652762994607845e-07,1.179591847960257e-07,-8.652762994607845e-07
1.179693885970193e-07,1.190121527274885e-06,1.179693885970193e-07,-1.190121527274885e-06
1.179846942985097e-07,3.236628090265798e-06,1.179846942985097e-07,-3.236628090265798e-06
1.179923471492548e-07,5.329824064068497e-06,1.179923471492548e-07,-5.329824064068497e-06
1.18e-07,8.05808019376639e-06,1.18e-07,-8.05808019376639e-06
1.18002266607865e-07,8.967558477136006e-06,1.18002266607865e-07,-8.967558477136006e-06
1.180067998235949e-07,1.098525922288528e-05,1.180067998235949e-07,-1.098525922288528e-05
1.180136227826468e-07,1.534269424319434e-05,1.180136227826468e-07,-1.534269424319434e-05
1.180168113913234e-07,1.83199907301172e-05,1.180168113913234e-07,-1.83199907301172e-05
1.1802e-07,2.020758025304503e-05,1.1802e-07,-2.020758025304503e-05
1.180212293511567e-07,2.038063955868016e-05,1.180212293511567e-07,-2.038063955868016e-05
1.1802368805347e-07,2.082110509938573e-05,1.1802368805347e-07,-2.082110509938573e-05
1.180261902719275e-07,2.07728166521115e-05,1.180261902719275e-07,-2.07728166521115e-05
1.180299169468858e-07,1.930878643630433e-05,1.180299169468858e-07,-1.930878643630433e-05
1.180328056534473e-07,1.548683751739886e-05,1.180328056534473e-07,-1.548683751739886e-05
1.180351782829742e-07,1.089387551870216e-05,1.180351782829742e-07,-1.089387551870216e-05
1.180375562593306e-07,7.458272024022645e-06,1.180375562593306e-07,-7.458272024022645e-06
1.180403315168251e-07,4.924728016804988e-06,1.180403315168251e-07,-4.924728016804988e-06
1.180427380167704e-07,3.351506111323174e-06,1.180427380167704e-07,-3.351506111323174e-06
1.180462552059373e-07,1.895642106281564e-06,1.180462552059373e-07,-1.895642106281564e-06
1.180519082987819e-07,6.889613665108488e-07,1.180519082987819e-07,-6.889613665108488e-07
1.180588931356074e-07,2.059653341722351e-07,1.180588931356074e-07,-2.059653341722351e-07
1.18067335198488e-07,5.807286156471657e-08,1.18067335198488e-07,-5.807286156471657e-08
1.180787038819658e-07,3.95059063601365e-08,1.180787038819658e-07,-3.95059063601365e-08
1.180954996180782e-07,3.334773797480137e-08,1.180954996180782e-07,-3.334773797480137e-08
1.181271349990142e-07,3.820877274884815e-08,1.181271349990142e-07,-3.820877274884815e-08
1.181883382406259e-07,3.394271395661437e-08,1.181883382406259e-07,-3.394271395661437e-08
1.183107447238494e-07,3.800949695857146e-08,1.183107447238494e-07,-3.800949695857146e-08
1.185555576902963e-07,3.402853407908124e-08,1.185555576902963e-07,-3.402853407908124e-08
1.19e-07,3.796813951359724e-08,1.19e-07,-3.796813951359724e-08
1.1902e-07,3.607488227807487e-08,1.1902e-07,-3.607488227807487e-08
1.1906e-07,3.600955177806285e-08,1.1906e-07,-3.600955177806285e-08
1.1914e-07,3.600231019962776e-08,1.1914e-07,-3.600231019962776e-08
1.193e-07,3.60082464115532e-08,1.193e-07,-3.60082464115532e-08
1.196199999999999e-07,3.600290398752161e-08,1.196199999999999e-07,-3.600290398752161e-08
1.1981875e-07,3.60054089792084e-08,1.1981875e-07,-3.60054089792084e-08
1.19830078125e-07,7.338107405083232e-07,1.19830078125e-07,-7.338107405083232e-07
1.198484553272517e-07,4.389242883109375e-07,1.198484553272517e-07,-4.389242883109375e-07
1.198556991521964e-07,9.876191273711166e-07,1.198556991521964e-07,-9.876191273711166e-07
1.198652259090397e-07,2.217875058483896e-06,1.198652259090397e-07,-2.217875058483896e-06
1.198757959850053e-07,3.933035901841991e-06,1.198757959850053e-07,-3.933035901841991e-06
1.198841158167613e-07,5.806364841253294e-06,1.198841158167613e-07,-5.806364841253294e-06
1.198929806648856e-07,1.167552341696444e-05,1.198929806648856e-07,-1.167552341696444e-05
1.19896497404901e-07,1.580542855178347e-05,1.19896497404901e-07,-1.580542855178347e-05
1.199010987701007e-07,1.85679162016692e-05,1.199010987701007e-07,-1.85679162016692e-05
1.199045575856651e-07,1.811485969131893e-05,1.199045575856651e-07,-1.811485969131893e-05
1.199083477919105e-07,1.681251200863226e-05,1.199083477919105e-07,-1.681251200863226e-05
1.199115226796428e-07,1.409969795984931e-05,1.199115226796428e-07,-1.409969795984931e-05
1.199148970426729e-07,8.820957014579507e-06,1.199148970426729e-07,-8.820957014579507e-06
1.199180880629929e-07,4.627591217700857e-06,1.199180880629929e-07,-4.627591217700857e-06
1.199196835731529e-07,3.585888995027846e-06,1.199196835731529e-07,-3.585888995027846e-06
1.199228745934729e-07,2.325586219327876e-06,1.199228745934729e-07,-2.325586219327876e-06
1.199261995446718e-07,1.853183112078279e-06,1.199261995446718e-07,-1.853183112078279e-06
1.199312637091094e-07,1.594264292335675e-06,1.199312637091094e-07,-1.594264292335675e-06
1.199378031730726e-07,1.594051656632733e-06,1.199378031730726e-07,-1.594051656632733e-06
1.199483757116419e-07,1.644049578149212e-06,1.199483757116419e-07,-1.644049578149212e-06
1.199643906134639e-07,2.140652815258559e-06,1.199643906134639e-07,-2.140652815258559e-06
1.199821953067319e-07,7.40662791738049e-06,1.199821953067319e-07,-7.40662791738049e-06
1.199927321424495e-07,1.557332683385142e-05,1.199927321424495e-07,-1.557332683385142e-05
1.2e-07,2.342024114444134e-05,1.2e-07,-2.342024114444134e-05
