/vdc/MINUS X,/vdc/MINUS Y,/vdc/PLUS X,/vdc/PLUS Y
7.982039639394694e-09,-2.175143453642567e-06,7.982039639394694e-09,2.175143453642567e-06
8e-09,-2.091583101686661e-06,8e-09,2.091583101686661e-06
8.02e-09,-1.963521665997342e-06,8.02e-09,1.963521665997342e-06
8.025771421250836e-09,4.74950678185245e-07,8.025771421250836e-09,-4.74950678185245e-07
8.034266809760837e-09,7.943026069106338e-08,8.034266809760837e-09,-7.943026069106338e-08
8.042037046109999e-09,-1.08502917510086e-08,8.042037046109999e-09,1.08502917510086e-08
8.057577518808323e-09,1.114392150240217e-07,8.057577518808323e-09,-1.114392150240217e-07
8.077617544830812e-09,-4.647972921172346e-10,8.077617544830812e-09,4.647972921172346e-10
8.11769759687579e-09,1.050690066176116e-07,8.11769759687579e-09,-1.050690066176116e-07
8.197857700965746e-09,2.293684613572164e-09,8.197857700965746e-09,-2.293684613572164e-09
8.347804299195838e-09,1.037135557178315e-07,8.347804299195838e-09,-1.037135557178315e-07
8.645931383892193e-09,2.991890459033441e-09,8.645931383892193e-09,-2.991890459033441e-09
9.000000000000001e-09,1.032886831388366e-07,9.000000000000001e-09,-1.032886831388366e-07
9.020000000000001e-09,5.406224220659582e-08,9.020000000000001e-09,-5.406224220659582e-08
9.06e-09,5.325037978326773e-08,9.06e-09,-5.325037978326773e-08
9.139999999999998e-09,5.322399780296801e-08,9.139999999999998e-09,-5.322399780296801e-08
9.299999999999994e-09,5.324966767310173e-08,9.299999999999994e-09,-5.324966767310173e-08
9.619999999999986e-09,5.32243926299301e-08,9.619999999999986e-09,-5.32243926299301e-08
9.818750000000001e-09,5.323690591961648e-08,9.818750000000001e-09,-5.323690591961648e-08
9.830078125000002e-09,-1.703192379223625e-06,9.830078125000002e-09,1.703192379223625e-06
9.848455334858151e-09,-1.566958135900092e-06,9.848455334858151e-09,1.566958135900092e-06
9.855699158712124e-09,-1.081146556366871e-06,9.855699158712124e-09,1.081146556366871e-06
9.865240510175048e-09,8.155432660685404e-08,9.865240510175048e-09,-8.155432660685404e-08
9.875819510796517e-09,1.826402357358732e-06,9.875819510796517e-09,-1.826402357358732e-06
9.884146657008019e-09,3.625157280882627e-06,9.884146657008019e-09,-3.625157280882627e-06
9.893019360497215e-09,9.739356189123484e-06,9.893019360497215e-09,-9.739356189123484e-06
9.896537873855427e-09,1.3936995547845e-05,9.896537873855427e-09,-1.3936995547845e-05
9.901143737362395e-09,1.642659253665129e-05,9.901143737362395e-09,-1.642659253665129e-05
9.904604308841323e-09,1.59026651401512e-05,9.904604308841323e-09,-1.59026651401512e-05
9.908399698915917e-09,1.454521213207344e-05,9.908399698915917e-09,-1.454521213207344e-05
9.911576150831198e-09,1.156829505134356e-05,9.911576150831198e-09,-1.156829505134356e-05
9.914949544644675e-09,6.06805627462672e-06,9.914949544644675e-09,-6.06805627462672e-06
9.918140307734771e-09,2.175199425533759e-06,9.918140307734771e-09,-2.175199425533759e-06
9.919735689279818e-09,1.214776890856281e-06,9.919735689279818e-09,-1.214776890856281e-06
9.922926452369912e-09,3.495070030967059e-08,9.922926452369912e-09,-3.495070030967059e-08
9.92625251666553e-09,-3.728479286256433e-07,9.92625251666553e-09,3.728479286256433e-07
9.931320675393335e-09,-6.516071761752266e-07,9.931320675393335e-09,6.516071761752266e-07
9.937868329152421e-09,-6.397092142421749e-07,9.937868329152421e-09,6.397092142421749e-07
9.948459861980604e-09,-6.964156215569121e-07,9.948459861980604e-09,6.964156215569121e-07
9.964486287993333e-09,-6.441268594098575e-07,9.964486287993333e-09,6.441268594098575e-07
9.982243143996667e-09,-6.926493414518242e-07,9.982243143996667e-09,6.926493414518242e-07
1e-08,-6.41381471500078e-07,1e-08,6.41381471500078e-07
1.002e-08,-6.098762003785721e-07,1.002e-08,6.098762003785721e-07
1.002576457730697e-08,2.314595123802109e-07,1.002576457730697e-08,-2.314595123802109e-07
1.003424641343428e-08,4.303838050010534e-08,1.003424641343428e-08,-4.303838050010534e-08
1.004201489040055e-08,6.059900464738102e-08,1.004201489040055e-08,-6.059900464738102e-08
1.00575518443331e-08,6.447690670566352e-08,1.00575518443331e-08,-6.447690670566352e-08
1.007763760432678e-08,5.846331639746093e-08,1.007763760432678e-08,-5.846331639746093e-08
1.011780912431414e-08,6.565491543554998e-08,1.011780912431414e-08,-6.565491543554998e-08
1.019815216428886e-08,5.785058176824936e-08,1.019815216428886e-08,-5.785058176824936e-08
1.034854650824111e-08,6.595893206032326e-08,1.034854650824111e-08,-6.595893206032326e-08
1.064757514024315e-08,5.769465986897904e-08,1.064757514024315e-08,-5.769465986897904e-08
1.1e-08,6.605464729743302e-08,1.1e-08,-6.605464729743302e-08
1.102e-08,6.166412846646884e-08,1.102e-08,-6.166412846646884e-08
1.106e-08,6.185079569028172e-08,1.106e-08,-6.185079569028172e-08
1.114e-08,6.185465680927112e-08,1.114e-08,-6.185465680927112e-08
1.129999999999999e-08,6.185083815920237e-08,1.129999999999999e-08,-6.185083815920237e-08
1.161999999999999e-08,6.185463611542559e-08,1.161999999999999e-08,-6.185463611542559e-08
1.181875e-08,6.185273684553793e-08,1.181875e-08,-6.185273684553793e-08
1.183170444477062e-08,2.439013634772608e-06,1.183170444477062e-08,-2.439013634772608e-06
1.185179712204039e-08,2.121858820679957e-06,1.185179712204039e-08,-2.121858820679957e-06
1.188089664293481e-08,2.241936131853657e-06,1.188089664293481e-08,-2.241936131853657e-06
1.191837991855235e-08,2.253902932479584e-06,1.191837991855235e-08,-2.253902932479584e-06
1.195918995927618e-08,2.526387487773063e-06,1.195918995927618e-08,-2.526387487773063e-06
1.196939246945713e-08,3.494366285294043e-06,1.196939246945713e-08,-3.494366285294043e-06
1.198469623472857e-08,9.68360679826233e-06,1.198469623472857e-08,-9.68360679826233e-06
1.199234811736428e-08,1.597251782806723e-05,1.199234811736428e-08,-1.597251782806723e-05
1.2e-08,2.417299604269527e-05,1.2e-08,-2.417299604269527e-05
1.200226473419837e-08,2.689697030667079e-05,1.200226473419837e-08,-2.689697030667079e-05
1.200679420259512e-08,3.295785223870875e-05,1.200679420259512e-08,-3.295785223870875e-05
1.201361325517566e-08,4.60737676980413e-05,1.201361325517566e-08,-4.60737676980413e-05
1.201680662758783e-08,5.50704049016359e-05,1.201680662758783e-08,-5.50704049016359e-05
1.202e-08,6.057543000563963e-05,1.202e-08,-6.057543000563963e-05
1.202122918220309e-08,6.106260727296212e-05,1.202122918220309e-08,-6.106260727296212e-05
1.202368754660927e-08,6.237389775434154e-05,1.202368754660927e-08,-6.237389775434154e-05
1.202618898956056e-08,6.215460174700009e-05,1.202618898956056e-08,-6.215460174700009e-05
1.202991731139943e-08,5.76615614625293e-05,1.202991731139943e-08,-5.76615614625293e-05
1.203279961634647e-08,4.600309378407804e-05,1.203279961634647e-08,-4.600309378407804e-05
1.203517071198454e-08,3.225459868839314e-05,1.203517071198454e-08,-3.225459868839314e-05
1.203754247916384e-08,2.212803536832197e-05,1.203754247916384e-08,-2.212803536832197e-05
1.204030699576081e-08,1.457706046701649e-05,1.204030699576081e-08,-1.457706046701649e-05
1.204270768401533e-08,9.923071213760803e-06,1.204270768401533e-08,-9.923071213760803e-06
1.204620458688038e-08,5.585940329037215e-06,1.204620458688038e-08,-5.585940329037215e-06
1.205180721113455e-08,2.013305101804124e-06,1.205180721113455e-08,-2.013305101804124e-06
1.205877033530747e-08,5.461525518810826e-07,1.205877033530747e-08,-5.461525518810826e-07
1.206717213672812e-08,1.086556024380511e-07,1.206717213672812e-08,-1.086556024380511e-07
1.207846196628964e-08,4.251845809040422e-08,1.207846196628964e-08,-4.251845809040422e-08
1.209509292788128e-08,3.20569530704724e-08,1.209509292788128e-08,-3.20569530704724e-08
1.212623806922715e-08,3.862694727568457e-08,1.212623806922715e-08,-3.862694727568457e-08
1.218646353663421e-08,3.376421928924519e-08,1.218646353663421e-08,-3.376421928924519e-08
1.230691447144833e-08,3.809219058568844e-08,1.230691447144833e-08,-3.809219058568844e-08
1.254781634107656e-08,3.398874148999104e-08,1.254781634107656e-08,-3.398874148999104e-08
1.3e-08,3.798641345067021e-08,1.3e-08,-3.798641345067021e-08
1.302e-08,3.617639192238777e-08,1.302e-08,-3.617639192238777e-08
1.306e-08,3.601749160600815e-08,1.306e-08,-3.601749160600815e-08
1.314000000000001e-08,3.599618886908386e-08,1.314000000000001e-08,-3.599618886908386e-08
1.330000000000002e-08,3.601346418416456e-08,1.330000000000002e-08,-3.601346418416456e-08
1.362000000000004e-08,3.599788896159279e-08,1.362000000000004e-08,-3.599788896159279e-08
1.381875e-08,3.600520714232285e-08,1.381875e-08,-3.600520714232285e-08
1.3830078125e-08,-3.386684983918689e-06,1.3830078125e-08,3.386684983918689e-06
1.384845524209887e-08,-3.30762763535399e-06,1.384845524209887e-08,3.30762763535399e-06
1.385569872239623e-08,-2.242942426293021e-06,1.385569872239623e-08,2.242942426293021e-06
1.386522640289126e-08,2.315671160226777e-09,1.386522640289126e-08,-2.315671160226777e-09
1.38757995628028e-08,3.615161110394633e-06,1.38757995628028e-08,-3.615161110394633e-06
1.388411461265036e-08,7.19582381599088e-06,1.388411461265036e-08,-7.19582381599088e-06
1.389297534896129e-08,1.898457988989319e-05,1.389297534896129e-08,-1.898457988989319e-05
1.389648807832953e-08,2.705232630846132e-05,1.389648807832953e-08,-2.705232630846132e-05
1.39010901526344e-08,3.267923134491002e-05,1.39010901526344e-08,-3.267923134491002e-05
1.390454627243578e-08,3.177796586947459e-05,1.390454627243578e-08,-3.177796586947459e-05
1.390833893938985e-08,2.922331819119594e-05,1.390833893938985e-08,-2.922331819119594e-05
1.391151273760466e-08,2.383597077853717e-05,1.391151273760466e-08,-2.383597077853717e-05
1.391488847697715e-08,1.333010152570365e-05,1.391488847697715e-08,-1.333010152570365e-05
1.391807859993254e-08,4.860655174155257e-06,1.391807859993254e-08,-4.860655174155257e-06
1.391967366141023e-08,2.756747470602294e-06,1.391967366141023e-08,-2.756747470602294e-06
1.392286378436562e-08,1.992245163548396e-07,1.392286378436562e-08,-1.992245163548396e-07
1.392618572325922e-08,-7.697382428259011e-07,1.392618572325922e-08,7.697382428259011e-07
1.393123861014614e-08,-1.324347816026069e-06,1.393123861014614e-08,1.324347816026069e-06
1.393775676702656e-08,-1.378731995103959e-06,1.393775676702656e-08,1.378731995103959e-06
1.394828168941245e-08,-1.428750539601278e-06,1.394828168941245e-08,1.428750539601278e-06
1.396423497226741e-08,-1.391592969340138e-06,1.396423497226741e-08,1.391592969340138e-06
1.39821174861337e-08,-1.420949075171562e-06,1.39821174861337e-08,1.420949075171562e-06
1.4e-08,-1.386443247695064e-06,1.4e-08,1.386443247695064e-06
1.402e-08,-1.291276868468556e-06,1.402e-08,1.291276868468556e-06
1.402576882296952e-08,3.023614971760789e-07,1.402576882296952e-08,-3.023614971760789e-07
1.403425901819839e-08,9.55449909402482e-08,1.403425901819839e-08,-9.55449909402482e-08
1.404202854436371e-08,-6.273075308587761e-09,1.404202854436371e-08,6.273075308587761e-09
1.405756759669437e-08,1.055602110515126e-07,1.405756759669437e-08,-1.055602110515126e-07
1.407763072894775e-08,6.084994706383996e-09,1.407763072894775e-08,-6.084994706383996e-09
1.411775699345452e-08,9.815401093595701e-08,1.411775699345452e-08,-9.815401093595701e-08
1.419800952246806e-08,9.384379140978733e-09,1.419800952246806e-08,-9.384379140978733e-09
1.434822186153225e-08,9.653233831990681e-08,1.434822186153225e-08,-9.653233831990681e-08
