/V0/MINUS X,/V0/MINUS Y
0,6.083973973141617e-08
5.2e-10,6.084266931099582e-08
1e-09,6.084272605082977e-08
1.02e-09,6.084272717018516e-08
1.06e-09,6.084272783139059e-08
1.14e-09,6.084274517139271e-08
1.299999999999999e-09,6.084276267771409e-08
1.619999999999998e-09,6.084272406615484e-08
1.81875e-09,6.08427263955364e-08
1.830078125e-09,-4.480287621686888e-05
1.845361841517351e-09,-5.173329239487542e-05
1.853118206540735e-09,-2.694579220087194e-05
1.86086884110467e-09,1.73658995242393e-05
1.870087209454466e-09,0.0001056624388279722
1.877557505489754e-09,0.0002042712874480798
1.887128868648839e-09,0.0003592416908936123
1.894340301940891e-09,0.00047583519874447
1.896475053766536e-09,0.0005045374774674474
1.900744557417828e-09,0.0005376191546019687
1.904779681538348e-09,0.0005388769479456487
1.909573669789339e-09,0.000521816761642544
1.915734946977723e-09,0.0004919147993749582
1.920999163218194e-09,0.0004656739479562818
1.927617802457425e-09,0.0004397663801553349
1.9349089214556e-09,0.0004160948985344302
1.944697445672442e-09,0.0003915414132872785
1.95837453133989e-09,0.0003670579272107702
1.974635590036389e-09,0.000347717022922697
1.987317795018194e-09,0.0003387292175750647
2e-09,0.0003304512915232427
2.006378690336909e-09,0.0003265609650029513
2.013189345168455e-09,0.0003221289863557563
2.02e-09,0.0003228995459598193
2.023707468330399e-09,0.0003309465089291211
2.028865851927211e-09,0.000331338122222372
2.033684880123057e-09,0.0003260363330150712
2.043322936514751e-09,0.0003192567690341198
2.052516375271173e-09,0.0003112695791836465
2.062675229957469e-09,0.0003023475780806282
2.073724466127506e-09,0.0002912299194008178
2.085290264844237e-09,0.0002815180326386379
2.096331904439572e-09,0.0002735201926411364
2.114616849194042e-09,0.0002630214845078853
2.145966224745895e-09,0.0002475626733597441
2.179291562457185e-09,0.000233351817557731
2.219038865212222e-09,0.0002176799647310336
2.253895079600486e-09,0.0002045427787799475
2.287525013679522e-09,0.0001902638146658395
2.318150095373955e-09,0.0001761109376622205
2.347671914733896e-09,0.0001612081652586748
2.370361610194733e-09,0.0001493167677722144
2.394361411791901e-09,0.0001374589401193733
2.4165053541397e-09,0.0001289074726924074
2.4407266747148e-09,0.0001207061955602521
2.489169315865e-09,0.0001074301753503857
2.544141364884306e-09,9.524604189374077e-05
2.654085462922918e-09,7.631651204649512e-05
2.78341201834598e-09,5.958524392024624e-05
2.89170600917299e-09,4.878208708975943e-05
3e-09,3.999054002899335e-05
3.02e-09,3.862960726964735e-05
3.06e-09,3.604379177265046e-05
3.14e-09,3.124085827619365e-05
3.299999999999999e-09,2.352406985148864e-05
3.619999999999998e-09,1.338852591028776e-05
3.818750000000001e-09,1.011322504011072e-05
3.830078125000001e-09,-7.314401818026562e-06
3.848658823439458e-09,-6.608025964209236e-06
3.857154074030657e-09,1.345384376145747e-05
3.866196333027752e-09,4.259742353779393e-05
3.875969521288829e-09,8.235189753470732e-05
3.88574732693541e-09,0.0001341654499639842
3.889279391299251e-09,0.0001543719673922712
3.896343520026933e-09,0.0001836480328740206
3.898026946907839e-09,0.0001856461567602831
3.901393800669652e-09,0.0001826176771096126
3.905774399709231e-09,0.0001768544078934922
3.911762773251314e-09,0.0001680520750395106
3.917426510076516e-09,0.0001602289467801785
3.924713568178503e-09,0.000153566203707155
3.933161351199714e-09,0.0001455932884137133
3.945255718173237e-09,0.0001376412599613693
3.96134063157486e-09,0.000131476355436886
3.981767217350251e-09,0.0001894948199936678
3.986325413012688e-09,0.0002201788647289446
3.993162706506344e-09,0.0002807881181856263
4e-09,0.0003521067737035271
4.004108687677658e-09,0.0003992452849799847
4.012326063032974e-09,0.0004960077819338373
4.016163031516487e-09,0.0005378474050099679
4.020000000000001e-09,0.0005626216598851098
4.023102837348797e-09,0.0005505595944625936
4.027388628209347e-09,0.000523056655391318
4.031313209112454e-09,0.0004940287754877858
4.038744512253661e-09,0.000447760311204113
4.046046742639464e-09,0.0004089623790251386
4.055800173822501e-09,0.0003659155896179824
4.067713017085065e-09,0.0003249428424299096
4.083344107209107e-09,0.000286338830432556
4.102994080696005e-09,0.0002581665417845406
4.118302644266033e-09,0.0002463052599901856
4.13095631626065e-09,0.0002389755278196965
4.13596948831434e-09,0.0002358219182344435
4.145995832421721e-09,0.000229929370845105
4.1483223797953e-09,0.0002282546599868897
4.152975474542458e-09,0.0002247750664312827
4.158072050137678e-09,0.0002196396574188962
4.165366433835923e-09,0.0002114120975914738
4.171148195409351e-09,0.0002049011046781336
4.178684894376821e-09,0.0001973634185664925
4.191614968748753e-09,0.000186294381628503
4.212302070396116e-09,0.0001722177273176455
4.228969682475684e-09,0.0001613735132541948
4.242892039993244e-09,0.000151940863068474
4.248502897765662e-09,0.0001484215511909284
4.259724613310499e-09,0.0001424929430242237
4.279307081892677e-09,0.000134099146682381
4.301814491563492e-09,0.0001271615229590465
4.326282736017075e-09,0.0001216285611418115
4.35012416769085e-09,0.0001156765105799601
4.368237795172486e-09,0.0001100220442421137
4.376739645710412e-09,0.0001075646729223645
4.393213230416885e-09,0.0001033271109736143
4.422539245604038e-09,9.663452380729623e-05
4.452768540656832e-09,9.081081702773104e-05
4.485621250029982e-09,8.425599127951917e-05
4.492302179641448e-09,8.262322232909736e-05
4.50566403886438e-09,7.837829456033812e-05
4.521576133303864e-09,7.256930309913638e-05
4.535785459549461e-09,6.791079416759138e-05
4.553464805522854e-09,6.298339814636207e-05
4.586515685112367e-09,5.564611825852702e-05
4.640755251837189e-09,4.691144432207903e-05
4.716396022304499e-09,3.85871813935826e-05
4.827003805990817e-09,3.033706086703078e-05
5e-09,2.179300841981837e-05
5.02e-09,2.103813572411564e-05
5.060000000000001e-09,1.964442643115125e-05
5.140000000000003e-09,1.70635179192664e-05
5.296827361707771e-09,1.301232132039876e-05
5.6007497334529e-09,7.770355368645032e-06
5.800374866726451e-09,5.648315440871497e-06
5.81875e-09,5.492431868326176e-06
5.823204502519098e-09,-2.651018667161723e-08
5.832113507557294e-09,-5.76497630437881e-06
5.839669941837878e-09,-4.749540414999016e-06
5.850060194880559e-09,-8.952385391260522e-07
5.859892364905913e-09,8.964811544601427e-06
5.872255155900828e-09,2.43296096729616e-05
5.882215295267252e-09,4.019015365511631e-05
5.895251443211066e-09,6.507055832695644e-05
5.898575606117228e-09,6.901430970098209e-05
5.905223931929551e-09,6.986446690288308e-05
5.911016900191576e-09,6.787943751271377e-05
5.919368366696043e-09,6.405225244187334e-05
5.927667327954961e-09,6.177140384648139e-05
5.936315764691888e-09,5.981980100368569e-05
5.946615055226473e-09,5.780766439571875e-05
5.961099794782806e-09,5.686253878955048e-05
5.979743008900127e-09,8.126882391287369e-05
5.991172027155121e-09,0.0001289322746060056
6.000000000000001e-09,0.0001829966041009425
6.004375628270482e-09,0.0002143174854969556
6.013126884811443e-09,0.0002805109470519726
6.020000000000001e-09,0.000322353426561433
6.023760292758587e-09,0.00032078327682964
6.029085351985298e-09,0.0003099126269999005
6.033944324281431e-09,0.0002957126224747328
6.042845655329126e-09,0.0002718277715500904
6.051443215339795e-09,0.0002507381427610837
6.063317185105403e-09,0.0002255145895031184
6.077889784959855e-09,0.0002011152447096707
6.096059923889984e-09,0.0001783091813281266
6.11860097645165e-09,0.0001585497087774518
6.14695489296577e-09,0.0001415145942369246
6.182639512167719e-09,0.0001275683838120256
6.22816504800135e-09,0.0001160537338479402
6.286161698415054e-09,0.0001086026581890894
6.360584578463293e-09,0.0001101290708677905
6.379153811908687e-09,0.0001126946315924294
6.416292278799474e-09,0.0001170239055619731
6.447498064305482e-09,0.0001181169090068137
6.477937839147054e-09,0.0001156941257936926
6.487709230816051e-09,0.0001147583231968091
6.507252014154046e-09,0.0001118085545231254
6.512314588724618e-09,0.0001109465420537019
6.522439737865764e-09,0.0001079409296514059
6.534265608947676e-09,0.0001032806290630359
6.54779098199157e-09,9.69556663417834e-05
6.561013215053964e-09,9.122537332039276e-05
6.580150776330551e-09,8.371338429214221e-05
6.5999542366063e-09,7.756822719569643e-05
6.627198880913694e-09,7.046375207424066e-05
6.668409175968217e-09,6.237469919791027e-05
6.731196664887576e-09,5.312999932345081e-05
6.81540255164974e-09,4.453455786075139e-05
6.90770127582487e-09,3.727117701786806e-05
7e-09,3.16782409121304e-05
7.020000000000001e-09,3.055077953388052e-05
7.060000000000003e-09,2.856270916589717e-05
7.140000000000008e-09,2.487836627557337e-05
7.294173937522444e-09,1.915411566537628e-05
7.593970142237899e-09,1.161420998032961e-05
7.79698507111895e-09,8.429338863394246e-06
7.81875e-09,8.157776663522783e-06
7.823586705658974e-09,-2.495635094251468e-05
7.833260116976922e-09,-4.827051406457432e-05
7.841562090938047e-09,-4.062554449395867e-05
7.852682937544147e-09,-2.50751472953425e-05
7.863267543929468e-09,1.3375961674765e-05
7.873615215310919e-09,5.269863798228178e-05
7.88266753716769e-09,9.963837953911899e-05
7.885742910323635e-09,0.0001185696481130933
7.891893656635526e-09,0.0001536347237839698
7.893939440352135e-09,0.0001619963211065432
7.898031007785353e-09,0.0001681798379465141
7.902376162302007e-09,0.0001641980363942016
7.907989796279299e-09,0.0001570342085384584
7.914252653296653e-09,0.0001514224088277752
7.920333743060936e-09,0.0001444516189139889
7.928297122431597e-09,0.0001391103814223726
7.937639521182872e-09,0.0001307207377920075
7.949877396161173e-09,0.0001228831530854665
7.967051295690623e-09,0.0001139984680655622
7.983525647845313e-09,0.0001116521684467626
8e-09,0.0001120808855041759
8.01e-09,0.0001131663106795499
8.02e-09,0.0001174794252279941
8.024310581992332e-09,0.0001283393580165911
8.030421362636786e-09,0.0001317369744452721
8.036148565069486e-09,0.0001296385766674558
8.046887984468645e-09,0.0001291451960368838
8.057216782102328e-09,0.0001267658646979123
8.074870476620901e-09,0.0001232874331179858
8.090456973748831e-09,0.000117469728801867
8.104356489037713e-09,0.0001117087078648354
8.110161996606232e-09,0.0001089725930207387
8.121773011743268e-09,0.0001045313610263447
8.133842283808737e-09,9.881515810316483e-05
8.14954019828156e-09,9.112351279663156e-05
8.165323190750198e-09,8.40462658635502e-05
8.180450141657539e-09,7.889198059532502e-05
8.203963045535371e-09,7.218699447896436e-05
8.230419031169927e-09,6.637188974553351e-05
8.261456259775527e-09,5.870178789996149e-05
8.284032515975131e-09,5.182267511921199e-05
8.312613582645391e-09,4.339265255098189e-05
8.335588158213638e-09,3.836178560776216e-05
8.363413066216479e-09,3.331297204378179e-05
8.419062882222161e-09,2.622456462482355e-05
8.484395660609117e-09,2.062522523222604e-05
8.609221750202414e-09,1.408042731904191e-05
8.75915702139542e-09,9.519021256489151e-06
9.000000000000001e-09,5.627799781551505e-06
9.020000000000001e-09,5.39868322148803e-06
9.06e-09,5.036343018684544e-06
9.139999999999998e-09,4.378578194948006e-06
9.299999999999994e-09,3.393842765657064e-06
9.619999999999986e-09,2.262049147251845e-06
9.818750000000001e-09,1.965328051011871e-06
9.830078125000002e-09,-1.085055359322191e-05
9.848673257213824e-09,-1.158602468174782e-05
9.858195489124814e-09,-3.280871036337229e-06
9.868380778852301e-09,1.985864138445786e-06
9.878972039191466e-09,5.649340958443893e-06
9.89046658039717e-09,1.102540486263787e-05
9.894494075682828e-09,1.329979893147285e-05
9.902549066254144e-09,1.506650875774238e-05
9.909512264928123e-09,1.340923146992833e-05
9.915980436640789e-09,1.595798871144555e-05
9.918278640029764e-09,1.55908935222359e-05
9.922875046807714e-09,1.64196301596443e-05
9.932067860363615e-09,1.746942388656421e-05
9.939877632688881e-09,1.601826879020586e-05
9.95378121358091e-09,1.386894670117559e-05
9.968355773870065e-09,9.070139780824874e-06
9.984177886935034e-09,6.585360745435249e-06
1e-08,4.678028950203417e-06
1.002e-08,8.65974890036497e-06
1.002569177569006e-08,1.413011130081989e-05
1.003421126234021e-08,1.70298033121091e-05
1.004235985490002e-08,1.802769565546275e-05
1.005435110427342e-08,2.049659204472438e-05
1.006728265212231e-08,2.182084598243824e-05
1.008316456407385e-08,2.32557807939272e-05
1.009855894475112e-08,2.316932703661327e-05
1.011335063343442e-08,2.07821390123164e-05
1.012484117280775e-08,1.650345199971452e-05
1.013058644249442e-08,1.437833898129967e-05
1.014104397113746e-08,1.108467718095675e-05
1.0158700711408e-08,7.22661379209274e-06
1.018474197086233e-08,3.954748290540928e-06
1.022874409395675e-08,1.867821200156362e-06
1.028655031724275e-08,1.274671121936775e-06
1.037162812686713e-08,1.382534413334552e-06
1.047674118087402e-08,1.512574837521045e-06
1.060743478611158e-08,1.600598583697145e-06
1.07734362906105e-08,1.523253058956894e-06
1.088671814530525e-08,1.540258108185929e-06
1.1e-08,1.488877780877977e-06
1.102e-08,1.508066218951876e-06
1.106e-08,1.507819285594021e-06
1.114e-08,1.507948325275884e-06
1.129999999999999e-08,1.512101104713883e-06
1.161999999999999e-08,1.519663075128938e-06
1.181875e-08,1.519071293888081e-06
1.183176453575076e-08,1.71203668143972e-05
1.185211390165432e-08,1.913927455037603e-05
1.188332740835599e-08,1.747017945917546e-05
1.190677840396909e-08,1.923038158696176e-05
1.194507327579519e-08,1.910436025456612e-05
1.19725366378976e-08,5.428797506413089e-05
1.19867905055738e-08,0.000176767623050486
1.2e-08,0.0004012481977325017
1.200466042870187e-08,0.0004980610374397196
1.201233021435093e-08,0.000660994984889137
1.202e-08,0.0007702933372047397
1.202389643166652e-08,0.0007374971971583561
1.20293540510912e-08,0.0006767448085506234
1.203445169204342e-08,0.000617597787894851
1.204327961232616e-08,0.0005343352560524822
1.205097684149409e-08,0.00047820309765709
1.206214732940271e-08,0.0004166002605436193
1.20759178329523e-08,0.0003659988531819519
1.209443040166394e-08,0.000325016085482874
1.211777872174569e-08,0.0003014403755930744
1.214746330923277e-08,0.0002928662699001989
1.217557022110196e-08,0.0002900498083637375
1.220375111038363e-08,0.0002843908362625487
1.223288743040447e-08,0.0002746196202671953
1.22384222322577e-08,0.000272327417930515
1.224949183596417e-08,0.0002668151216507984
1.226179074313682e-08,0.0002596847538825104
1.227619446192254e-08,0.0002513706971741466
1.228955976021043e-08,0.0002439156799762831
1.230782210814672e-08,0.0002316082922048859
1.232209322743652e-08,0.0002196716045672654
1.232666759843564e-08,0.000215767559645425
1.233581634043388e-08,0.0002085080559403509
1.234808107819445e-08,0.0001999578316311903
1.237261055371561e-08,0.0001851972777043301
1.241391446140779e-08,0.0001649125442597205
1.247123735793321e-08,0.0001423720797057265
1.255840108396507e-08,0.0001171297729329014
1.267316200522718e-08,9.423113907027666e-05
1.280642585138634e-08,7.539153705153567e-05
1.290321292569317e-08,6.45598573413982e-05
1.3e-08,5.552662686043136e-05
1.302e-08,5.383607194787854e-05
1.306e-08,5.070463652535492e-05
1.314000000000001e-08,4.482698865789007e-05
1.330000000000002e-08,3.50783617589318e-05
1.362000000000004e-08,2.146024472844321e-05
1.381875e-08,1.660844843228613e-05
1.3830078125e-08,-1.193359222207407e-05
1.384867172974792e-08,-1.493367749422925e-05
1.385806527620717e-08,4.795731131822062e-06
1.38681972541443e-08,3.004786101756643e-05
1.387865814635827e-08,6.770550047708773e-05
1.389023473072081e-08,0.0001207483832971748
1.389429585143697e-08,0.0001392998843073957
1.39024180928693e-08,0.0001580328869340244
1.390900379772722e-08,0.0001518469438963442
